id	label
759	Angry
760	Angry
761	Angry
762	Angry
763	Angry
764	Angry
765	Angry
766	Angry
767	Angry
768	Angry
769	Angry
770	Angry
771	Angry
772	Angry
773	Angry
774	Angry
775	Angry
776	Angry
777	Angry
778	Angry
779	Angry
780	Angry
781	Angry
782	Angry
783	Angry
784	Angry
785	Angry
786	Angry
787	Angry
788	Angry
789	Angry
790	Angry
791	Angry
792	Angry
793	Angry
794	Angry
795	Angry
796	Angry
797	Angry
798	Angry
799	Angry
800	Angry
801	Angry
802	Angry
803	Angry
804	Angry
805	Angry
806	Angry
807	Angry
808	Angry
809	Angry
810	Angry
811	Angry
812	Angry
813	Angry
814	Angry
815	Angry
816	Angry
817	Angry
818	Angry
819	Angry
820	Angry
821	Angry
822	Angry
823	Angry
824	Angry
825	Angry
826	Angry
827	Angry
828	Angry
829	Angry
830	Angry
831	Angry
832	Angry
833	Angry
834	Angry
835	Angry
836	Angry
837	Angry
838	Angry
839	Angry
840	Angry
841	Angry
842	Angry
843	Angry
844	Angry
845	Angry
846	Angry
847	Angry
848	Angry
849	Angry
850	Angry
851	Angry
852	Angry
853	Angry
854	Angry
855	Angry
856	Angry
857	Angry
858	Angry
859	Angry
860	Angry
861	Angry
862	Angry
863	Angry
864	Angry
865	Angry
866	Angry
867	Angry
868	Angry
869	Angry
870	Angry
871	Angry
872	Angry
873	Angry
874	Angry
875	Angry
876	Angry
877	Angry
878	Angry
879	Angry
880	Angry
881	Angry
882	Angry
883	Angry
884	Angry
885	Angry
886	Angry
887	Angry
888	Angry
889	Angry
890	Angry
891	Angry
892	Angry
893	Angry
894	Angry
895	Angry
896	Angry
897	Angry
898	Angry
899	Angry
900	Angry
901	Angry
902	Angry
903	Angry
904	Angry
905	Angry
906	Angry
907	Angry
908	Angry
909	Angry
910	Angry
911	Angry
912	Angry
913	Angry
914	Angry
915	Angry
916	Angry
917	Angry
918	Angry
919	Angry
920	Angry
921	Angry
922	Angry
923	Angry
924	Angry
925	Angry
926	Angry
927	Angry
928	Angry
929	Angry
930	Angry
931	Angry
932	Angry
933	Angry
934	Angry
935	Angry
936	Angry
937	Angry
938	Angry
939	Angry
940	Angry
941	Angry
942	Angry
943	Angry
944	Angry
945	Angry
946	Angry
947	Angry
948	Angry
949	Angry
950	Angry
951	Angry
952	Angry
953	Angry
954	Angry
955	Angry
956	Angry
957	Angry
958	Angry
959	Angry
960	Angry
961	Angry
962	Angry
963	Angry
964	Angry
965	Angry
966	Angry
967	Angry
968	Angry
969	Angry
970	Angry
971	Angry
972	Angry
973	Angry
974	Angry
975	Angry
976	Angry
977	Angry
978	Angry
979	Angry
980	Angry
981	Angry
982	Angry
983	Angry
984	Angry
985	Angry
986	Angry
987	Angry
988	Angry
989	Angry
990	Angry
991	Angry
992	Angry
993	Angry
994	Angry
995	Angry
996	Angry
997	Angry
998	Angry
999	Angry
1000	Angry
1001	Angry
1002	Angry
1003	Angry
1004	Angry
1005	Angry
1006	Angry
1007	Angry
1008	Angry
1009	Angry
1010	Angry
1011	Angry
1012	Angry
1013	Angry
1014	Angry
1015	Angry
1016	Angry
1017	Angry
1018	Angry
1019	Angry
1020	Angry
1021	Angry
1022	Angry
1023	Angry
1024	Angry
1025	Angry
1026	Angry
1027	Angry
1028	Angry
1029	Angry
1030	Angry
1031	Angry
1032	Angry
1033	Angry
1034	Angry
1035	Angry
1036	Angry
1037	Angry
1038	Angry
1039	Angry
1040	Angry
1041	Angry
1042	Angry
1043	Angry
1044	Angry
1045	Angry
1046	Angry
1047	Angry
1048	Angry
1049	Angry
1050	Angry
1051	Angry
1052	Angry
1053	Angry
1054	Angry
1055	Angry
1056	Angry
1057	Angry
1058	Angry
1059	Angry
1060	Angry
1061	Angry
1062	Angry
1063	Angry
1064	Angry
1065	Angry
1066	Angry
1067	Angry
1068	Angry
1069	Angry
1070	Angry
1071	Angry
1072	Angry
1073	Angry
1074	Angry
1075	Angry
1076	Angry
1077	Angry
1078	Angry
1079	Angry
1080	Angry
1081	Angry
1082	Angry
1083	Angry
1084	Angry
1085	Angry
1086	Angry
1087	Angry
1088	Angry
1089	Angry
1090	Angry
1091	Angry
1092	Angry
1093	Angry
1094	Angry
1095	Angry
1096	Angry
1097	Angry
1098	Angry
1099	Angry
1100	Angry
1101	Angry
1102	Angry
1103	Angry
1104	Angry
1105	Angry
1106	Angry
1107	Angry
1108	Angry
1109	Angry
1110	Angry
1111	Angry
1112	Angry
1113	Angry
1114	Angry
1115	Angry
1116	Angry
1117	Angry
1118	Angry
1119	Angry
1120	Angry
1121	Angry
1122	Angry
1123	Angry
1124	Angry
1125	Angry
1126	Angry
1127	Angry
1128	Angry
1129	Angry
1130	Angry
1131	Angry
1132	Angry
1133	Angry
1134	Angry
1135	Angry
1136	Angry
1137	Angry
1138	Angry
1139	Angry
1140	Angry
1141	Angry
1142	Angry
1143	Angry
1144	Angry
1145	Angry
1146	Angry
1147	Angry
1148	Angry
1149	Angry
1150	Angry
1151	Angry
1152	Angry
1153	Angry
1154	Angry
1155	Angry
1156	Angry
1157	Angry
1158	Angry
1159	Angry
1160	Angry
1161	Angry
1162	Angry
1163	Angry
1164	Angry
1165	Angry
1166	Angry
1167	Angry
1168	Angry
1169	Angry
1170	Angry
1171	Angry
1172	Angry
1173	Angry
1174	Angry
1175	Angry
1176	Angry
1177	Angry
1178	Angry
1179	Angry
1180	Angry
1181	Angry
1182	Angry
1183	Angry
1184	Angry
1185	Angry
1186	Angry
1187	Angry
1188	Angry
1189	Angry
1190	Angry
1191	Angry
1192	Angry
1193	Angry
1194	Angry
1195	Angry
1196	Angry
1197	Angry
1198	Angry
1199	Angry
1200	Angry
1201	Angry
1202	Angry
1203	Angry
1204	Angry
1205	Angry
1206	Angry
1207	Angry
1208	Angry
1209	Angry
1210	Angry
1211	Angry
1212	Angry
1213	Angry
1214	Angry
1215	Angry
1216	Angry
1217	Angry
1218	Angry
1219	Angry
1220	Angry
1221	Angry
1222	Angry
1223	Angry
1224	Angry
1225	Angry
1226	Angry
1227	Angry
1228	Angry
1229	Angry
1230	Angry
1231	Angry
1232	Angry
1233	Angry
1234	Angry
1235	Angry
1236	Angry
1237	Angry
1238	Angry
1239	Angry
1240	Angry
1241	Angry
1242	Angry
1243	Angry
1244	Angry
1245	Angry
1246	Angry
1247	Angry
1248	Angry
1249	Angry
1250	Angry
1251	Angry
1252	Angry
1253	Angry
1254	Angry
1255	Angry
1256	Angry
1257	Angry
1258	Angry
1259	Angry
1260	Angry
1261	Angry
1262	Angry
1263	Angry
1264	Angry
1265	Angry
1266	Angry
1267	Angry
1268	Angry
1269	Angry
1270	Angry
1271	Angry
1272	Angry
1273	Angry
1274	Angry
1275	Angry
1276	Angry
1277	Angry
1278	Angry
1279	Angry
1280	Angry
1281	Angry
1282	Angry
1283	Angry
1284	Angry
1285	Angry
1286	Angry
1287	Angry
1288	Angry
1289	Angry
1290	Angry
1291	Angry
1292	Angry
1293	Angry
1294	Angry
1295	Angry
1296	Angry
1297	Angry
1298	Angry
1299	Angry
1300	Angry
1301	Angry
1302	Angry
1303	Angry
1304	Angry
1305	Angry
1306	Angry
1307	Angry
1308	Angry
1309	Angry
1310	Angry
1311	Angry
1312	Angry
1313	Angry
1314	Angry
1315	Angry
1316	Angry
1317	Angry
1318	Angry
1319	Angry
1320	Angry
1321	Angry
1322	Angry
1323	Angry
1324	Angry
1325	Angry
1326	Angry
1327	Angry
1328	Angry
1329	Angry
1330	Angry
1331	Angry
1332	Angry
1333	Angry
1334	Angry
1335	Angry
1336	Angry
1337	Angry
1338	Angry
1339	Angry
1340	Angry
1341	Angry
1342	Angry
1343	Angry
1344	Angry
1345	Angry
1346	Angry
1347	Angry
1348	Angry
1349	Angry
1350	Angry
1351	Angry
1352	Angry
1353	Angry
1354	Angry
1355	Angry
1356	Angry
1357	Angry
1358	Angry
1359	Angry
1360	Angry
1361	Angry
1362	Angry
1363	Angry
1364	Angry
1365	Angry
1366	Angry
1367	Angry
1368	Angry
1369	Angry
1370	Angry
1371	Angry
1372	Angry
1373	Angry
1374	Angry
1375	Angry
1376	Angry
1377	Angry
1378	Angry
1379	Angry
1380	Angry
1381	Angry
1382	Angry
1383	Angry
1384	Angry
1385	Angry
1386	Angry
1387	Angry
1388	Angry
1389	Angry
1390	Angry
1391	Angry
1392	Angry
1393	Angry
1394	Angry
1395	Angry
1396	Angry
1397	Angry
1398	Angry
1399	Angry
1400	Angry
1401	Angry
1402	Angry
1403	Angry
1404	Angry
1405	Angry
1406	Angry
1407	Angry
1408	Angry
1409	Angry
1410	Angry
1411	Angry
1412	Angry
1413	Angry
1414	Angry
1415	Angry
1416	Angry
1417	Angry
1418	Angry
1419	Angry
1420	Angry
1421	Angry
1422	Angry
1423	Angry
1424	Angry
1425	Angry
1426	Angry
1427	Angry
1428	Angry
1429	Angry
1430	Angry
1431	Angry
1432	Angry
1433	Angry
1434	Angry
1435	Angry
1436	Angry
1437	Angry
1438	Angry
1439	Angry
1440	Angry
1441	Angry
1442	Angry
1443	Angry
1444	Angry
1445	Angry
1446	Angry
1447	Angry
1448	Angry
1449	Angry
1450	Angry
1451	Angry
1452	Angry
1453	Angry
1454	Angry
1455	Angry
1456	Angry
1457	Angry
1458	Angry
1459	Angry
1460	Angry
1461	Angry
1462	Angry
1463	Angry
1464	Angry
1465	Angry
1466	Angry
1467	Angry
1468	Angry
1469	Angry
1470	Angry
1471	Angry
1472	Angry
1473	Angry
1474	Angry
1475	Angry
1476	Angry
1477	Angry
1478	Angry
1479	Angry
1480	Angry
1481	Angry
1482	Angry
1483	Angry
1484	Angry
1485	Angry
1486	Angry
1487	Angry
1488	Angry
1489	Angry
1490	Angry
1491	Angry
1492	Angry
1493	Angry
1494	Angry
1495	Angry
1496	Angry
1497	Angry
1498	Angry
1499	Angry
1500	Angry
1501	Angry
1502	Angry
1503	Angry
1504	Angry
1505	Angry
1506	Angry
1507	Angry
1508	Angry
1509	Angry
1510	Angry
1511	Angry
1512	Angry
1513	Angry
1514	Angry
1515	Angry
1516	Angry
1517	Angry
1518	Angry
1519	Angry
1520	Angry
1521	Angry
1522	Angry
1523	Angry
1524	Angry
1525	Angry
1526	Angry
1527	Angry
1528	Angry
1529	Angry
1530	Angry
1531	Angry
1532	Angry
1533	Angry
1534	Angry
1535	Angry
1536	Angry
1537	Angry
1538	Angry
1539	Angry
1540	Angry
1541	Angry
1542	Angry
1543	Angry
1544	Angry
1545	Angry
1546	Angry
1547	Angry
1548	Angry
1549	Angry
1550	Angry
1551	Angry
1552	Angry
1553	Angry
1554	Angry
1555	Angry
1556	Angry
1557	Angry
1558	Angry
1559	Angry
1560	Angry
1561	Angry
1562	Angry
1563	Angry
1564	Angry
1565	Angry
1566	Angry
1567	Angry
1568	Angry
1569	Angry
1570	Angry
1571	Angry
1572	Angry
1573	Angry
1574	Angry
1575	Angry
1576	Angry
1577	Angry
1578	Angry
1579	Angry
1580	Angry
1581	Angry
1582	Angry
1583	Angry
1584	Angry
1585	Angry
1586	Angry
1587	Angry
1588	Angry
1589	Angry
1590	Angry
1591	Angry
1592	Angry
1593	Angry
1594	Angry
1595	Angry
1596	Angry
1597	Angry
1598	Angry
1599	Angry
1600	Angry
1601	Angry
1602	Angry
1603	Angry
1604	Angry
1605	Angry
1606	Angry
1607	Angry
1608	Angry
1609	Angry
1610	Angry
1611	Angry
1612	Angry
1613	Angry
1614	Angry
1615	Angry
1616	Angry
1617	Angry
1618	Angry
1619	Angry
1620	Angry
1621	Angry
1622	Angry
1623	Angry
1624	Angry
1625	Angry
1626	Angry
1627	Angry
1628	Angry
1629	Angry
1630	Angry
1631	Angry
1632	Angry
1633	Angry
1634	Angry
1635	Angry
1636	Angry
1637	Angry
1638	Angry
1639	Angry
1640	Angry
1641	Angry
1642	Angry
1643	Angry
1644	Angry
1645	Angry
1646	Angry
1647	Angry
1648	Angry
1649	Angry
1650	Angry
1651	Angry
1652	Angry
1653	Angry
1654	Angry
1655	Angry
1656	Angry
1657	Angry
1658	Angry
1659	Angry
1660	Angry
1661	Angry
1662	Angry
1663	Angry
1664	Angry
1665	Angry
1666	Angry
1667	Angry
1668	Angry
1669	Angry
1670	Angry
1671	Angry
1672	Angry
1673	Angry
1674	Angry
1675	Angry
1676	Angry
1677	Angry
1678	Angry
1679	Angry
1680	Angry
1681	Angry
1682	Angry
1683	Angry
1684	Angry
1685	Angry
1686	Angry
1687	Angry
1688	Angry
1689	Angry
1690	Angry
1691	Angry
1692	Angry
1693	Angry
1694	Angry
1695	Angry
1696	Angry
1697	Angry
1698	Angry
1699	Angry
1700	Angry
1701	Angry
1702	Angry
1703	Angry
1704	Angry
1705	Angry
1706	Angry
1707	Angry
1708	Angry
1709	Angry
1710	Angry
1711	Angry
1712	Angry
1713	Angry
1714	Angry
1715	Angry
1716	Angry
1717	Angry
1718	Angry
1719	Angry
1720	Angry
1721	Angry
1722	Angry
1723	Angry
1724	Angry
1725	Angry
1726	Angry
1727	Angry
1728	Angry
1729	Angry
1730	Angry
1731	Angry
1732	Angry
1733	Angry
1734	Angry
1735	Angry
1736	Angry
1737	Angry
1738	Angry
1739	Angry
1740	Angry
1741	Angry
1742	Angry
1743	Angry
1744	Angry
1745	Angry
1746	Angry
1747	Angry
1748	Angry
1749	Angry
1750	Angry
1751	Angry
1752	Angry
1753	Angry
1754	Angry
1755	Angry
1756	Angry
1757	Angry
1758	Angry
1759	Angry
1760	Angry
1761	Angry
1762	Angry
1763	Angry
1764	Angry
1765	Angry
1766	Angry
1767	Angry
1768	Angry
1769	Angry
1770	Angry
1771	Angry
1772	Angry
1773	Angry
1774	Angry
1775	Angry
1776	Angry
1777	Angry
1778	Angry
1779	Angry
1780	Angry
1781	Angry
1782	Angry
1783	Angry
1784	Angry
1785	Angry
1786	Angry
1787	Angry
1788	Angry
1789	Angry
1790	Angry
1791	Angry
1792	Angry
1793	Angry
1794	Angry
1795	Angry
1796	Angry
1797	Angry
1798	Angry
1799	Angry
1800	Angry
1801	Angry
1802	Angry
1803	Angry
1804	Angry
1805	Angry
1806	Angry
1807	Angry
1808	Angry
1809	Angry
1810	Angry
1811	Angry
1812	Angry
1813	Angry
1814	Angry
1815	Angry
1816	Angry
1817	Angry
1818	Angry
1819	Angry
1820	Angry
1821	Angry
1822	Angry
1823	Angry
1824	Angry
1825	Angry
1826	Angry
1827	Angry
1828	Angry
1829	Angry
1830	Angry
1831	Angry
1832	Angry
1833	Angry
1834	Angry
1835	Angry
1836	Angry
1837	Angry
1838	Angry
1839	Angry
1840	Angry
1841	Angry
1842	Angry
1843	Angry
1844	Angry
1845	Angry
1846	Angry
1847	Angry
1848	Angry
1849	Angry
1850	Angry
1851	Angry
1852	Angry
1853	Angry
1854	Angry
1855	Angry
1856	Angry
1857	Angry
1858	Angry
1859	Angry
1860	Angry
1861	Angry
1862	Angry
1863	Angry
1864	Angry
1865	Angry
1866	Angry
1867	Angry
1868	Angry
1869	Angry
1870	Angry
1871	Angry
1872	Angry
1873	Angry
1874	Angry
1875	Angry
1876	Angry
1877	Angry
1878	Angry
1879	Angry
1880	Angry
1881	Angry
1882	Angry
1883	Angry
1884	Angry
1885	Angry
1886	Angry
1887	Angry
1888	Angry
1889	Angry
1890	Angry
1891	Angry
1892	Angry
1893	Angry
1894	Angry
1895	Angry
1896	Angry
1897	Angry
1898	Angry
1899	Angry
1900	Angry
1901	Angry
1902	Angry
1903	Angry
1904	Angry
1905	Angry
1906	Angry
1907	Angry
1908	Angry
1909	Angry
1910	Angry
1911	Angry
1912	Angry
1913	Angry
1914	Angry
1915	Angry
1916	Angry
1917	Angry
1918	Angry
1919	Angry
1920	Angry
1921	Angry
1922	Angry
1923	Angry
1924	Angry
1925	Angry
1926	Angry
1927	Angry
1928	Angry
1929	Angry
1930	Angry
1931	Angry
1932	Angry
1933	Angry
1934	Angry
1935	Angry
1936	Angry
1937	Angry
1938	Angry
1939	Angry
1940	Angry
1941	Angry
1942	Angry
1943	Angry
1944	Angry
1945	Angry
1946	Angry
1947	Angry
1948	Angry
1949	Angry
1950	Angry
1951	Angry
1952	Angry
1953	Angry
1954	Angry
1955	Angry
1956	Angry
1957	Angry
1958	Angry
1959	Angry
1960	Angry
1961	Angry
1962	Angry
1963	Angry
1964	Angry
1965	Angry
1966	Angry
1967	Angry
1968	Angry
1969	Angry
1970	Angry
1971	Angry
1972	Angry
1973	Angry
1974	Angry
1975	Angry
1976	Angry
1977	Angry
1978	Angry
1979	Angry
1980	Angry
1981	Angry
1982	Angry
1983	Angry
1984	Angry
1985	Angry
1986	Angry
1987	Angry
1988	Angry
1989	Angry
1990	Angry
1991	Angry
1992	Angry
1993	Angry
1994	Angry
1995	Angry
1996	Angry
1997	Angry
1998	Angry
1999	Angry
2000	Angry
2001	Angry
2002	Angry
2003	Angry
2004	Angry
2005	Angry
2006	Angry
2007	Angry
2008	Angry
2009	Angry
2010	Angry
2011	Angry
2012	Angry
2013	Angry
2014	Angry
2015	Angry
2016	Angry
2017	Angry
2018	Angry
2019	Angry
2020	Angry
2021	Angry
2022	Angry
2023	Angry
2024	Angry
2025	Angry
2026	Angry
2027	Angry
2028	Angry
2029	Angry
2030	Angry
2031	Angry
2032	Angry
2033	Angry
2034	Angry
2035	Angry
2036	Angry
2037	Angry
2038	Angry
2039	Angry
2040	Angry
2041	Angry
2042	Angry
2043	Angry
2044	Angry
2045	Angry
2046	Angry
2047	Angry
2048	Angry
2049	Angry
2050	Angry
2051	Angry
2052	Angry
2053	Angry
2054	Angry
2055	Angry
2056	Angry
2057	Angry
2058	Angry
2059	Angry
2060	Angry
2061	Angry
2062	Angry
2063	Angry
2064	Angry
2065	Angry
2066	Angry
2067	Angry
2068	Angry
2069	Angry
2070	Angry
2071	Angry
2072	Angry
2073	Angry
2074	Angry
2075	Angry
2076	Angry
2077	Angry
2078	Angry
2079	Angry
2080	Angry
2081	Angry
2082	Angry
2083	Angry
2084	Angry
2085	Angry
2086	Angry
2087	Angry
2088	Angry
2089	Angry
2090	Angry
2091	Angry
2092	Angry
2093	Angry
2094	Angry
2095	Angry
2096	Angry
2097	Angry
2098	Angry
2099	Angry
2100	Angry
2101	Angry
2102	Angry
2103	Angry
2104	Angry
2105	Angry
2106	Angry
2107	Angry
2108	Angry
2109	Angry
2110	Angry
2111	Angry
2112	Angry
2113	Angry
2114	Angry
2115	Angry
2116	Angry
2117	Angry
2118	Angry
2119	Angry
2120	Angry
2121	Angry
2122	Angry
2123	Angry
2124	Angry
2125	Angry
2126	Angry
2127	Angry
2128	Angry
2129	Angry
2130	Angry
2131	Angry
2132	Angry
2133	Angry
2134	Angry
2135	Angry
2136	Angry
2137	Angry
2138	Angry
2139	Angry
2140	Angry
